651.0996,561.8987,41.603035,-931386296
506.03928,178.06125,55.64448,-928763467
168.43439,567.5153,41.97323,-924968188
77.27319,385.2267,36.684204,-931696668
178.42865,320.64175,40.854362,-927930209
6.2030554,859.53906,16.256489,-936224726
126.300575,654.1529,53.93804,-933010840
865.6533,129.72719,51.86916,-936864727
649.33435,773.5933,10.908884,-935689929
451.3678,698.8295,20.212076,-927591188
221.11928,14.862299,10.889903,-935715957
848.9098,783.28784,45.403843,-934775104
330.822,882.04315,45.126858,-923483322
860.5863,985.71674,52.59356,-939424974
218.00691,849.2141,48.115837,-934753377
326.0348,584.30853,34.088802,-926723246
686.8046,656.7571,57.77081,-929651366
854.93524,746.65295,28.261246,-927080517
74.79143,997.9948,31.870888,-926832482
512.1762,45.092644,37.558662,-923498942
119.16691,420.67657,37.437866,-932712917
583.0459,251.50574,12.4039955,-934278469
547.46265,351.479,22.23491,-931254393
586.3176,780.40356,10.059003,-939281363
508.2106,578.7905,40.9516,-933201230
693.5384,11.113405,17.736668,-928312853
969.25586,534.9398,30.398405,-938306022
9.844839,405.12024,44.520557,-936306506
452.59894,835.94476,48.067047,-932626500
241.04572,117.789925,57.743504,-936330957
684.0531,843.90076,11.45866,-929574286
938.72235,130.96887,33.2371,-929243066
137.23451,390.26935,33.719597,-937992636
214.2759,672.5235,30.727915,-935000173
2.4790168,160.42162,16.278124,-930870226
838.1357,380.77927,42.1584,-929677584
754.5791,810.56683,55.612793,-935138405
395.06418,777.96484,21.97794,-938960097
405.5137,434.25064,38.11519,-937790161
413.33835,770.9447,20.702278,-928469098
